V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_names	plate	brain_region_long	age	sex
648	BA41	CA1_ent_13	30	CA1_ent_13	BulkSeq_ent_13	CA1	CA1_ent_13	ent	13	BA41_CA1_ent_13_1	P29	Entorhinal cortex	12	Female
650	BA41	CA1_ent_15	32	CA1_ent_15	BulkSeq_ent_15	CA1	CA1_ent_15	ent	15	BA41_CA1_ent_15_1	P29	Entorhinal cortex	12	Male
653	BA42	CA1_vis_53	3	CA1_vis_53	BulkSeq_vis_53	CA1	CA1_vis_53	vis	53	BA42_CA1_vis_53_1	P29	Visual Cortex	3	Female
654	BA42	CA1_vis_54	4	CA1_vis_54	BulkSeq_vis_54	CA1	CA1_vis_54	vis	54	BA42_CA1_vis_54_1	P29	Visual Cortex	15	Female
660	BA42	CA1_ent_17	26	CA1_ent_17	BulkSeq_ent_17	CA1	CA1_ent_17	ent	17	BA42_CA1_ent_17_1	P29	Entorhinal cortex	3	Male
661	BA42	CA1_ent_18	27	CA1_ent_18	BulkSeq_ent_18	CA1	CA1_ent_18	ent	18	BA42_CA1_ent_18_1	P29	Entorhinal cortex	15	Male
664	BA42	CA1_ent_21	30	CA1_ent_21	BulkSeq_ent_21	CA1	CA1_ent_21	ent	21	BA42_CA1_ent_21_1	P29	Entorhinal cortex	3	Male
665	BA42	CA1_ent_22	31	CA1_ent_22	BulkSeq_ent_22	CA1	CA1_ent_22	ent	22	BA42_CA1_ent_22_1	P29	Entorhinal cortex	15	Male
668	BA43	CA1_ent_25	2	CA1_ent_25	BulkSeq_ent_25	CA1	CA1_ent_25	ent	25	BA43_CA1_ent_25_1	P30	Entorhinal cortex	3	Male
669	BA43	CA1_ent_26	3	CA1_ent_26	BulkSeq_ent_26	CA1	CA1_ent_26	ent	26	BA43_CA1_ent_26_1	P30	Entorhinal cortex	15	Male
672	BA43	CA1_ent_29	14	CA1_ent_29	BulkSeq_ent_29	CA1	CA1_ent_29	ent	29	BA43_CA1_ent_29_1	P30	Entorhinal cortex	3	Male
673	BA43	CA1_ent_30	15	CA1_ent_30	BulkSeq_ent_30	CA1	CA1_ent_30	ent	30	BA43_CA1_ent_30_1	P30	Entorhinal cortex	15	Male
684	BA44	CA1_ent_33	2	CA1_ent_33	BulkSeq_ent_33	CA1	CA1_ent_33	ent	33	BA44_CA1_ent_33_1	P30	Entorhinal cortex	3	Male
685	BA44	CA1_ent_34	3	CA1_ent_34	BulkSeq_ent_34	CA1	CA1_ent_34	ent	34	BA44_CA1_ent_34_1	P30	Entorhinal cortex	15	Male
688	BA44	CA1_ent_37	14	CA1_ent_37	BulkSeq_ent_37	CA1	CA1_ent_37	ent	37	BA44_CA1_ent_37_1	P30	Entorhinal cortex	3	Female
689	BA44	CA1_ent_38	15	CA1_ent_38	BulkSeq_ent_38	CA1	CA1_ent_38	ent	38	BA44_CA1_ent_38_1	P30	Entorhinal cortex	15	Female
700	BA45	CA1_ent_41	2	CA1_ent_41	BulkSeq_ent_41	CA1	CA1_ent_41	ent	41	BA45_CA1_ent_41_1	P30	Entorhinal cortex	3	Female
701	BA45	CA1_ent_42	3	CA1_ent_42	BulkSeq_ent_42	CA1	CA1_ent_42	ent	42	BA45_CA1_ent_42_1	P30	Entorhinal cortex	15	Female
704	BA45	CA1_ent_45	14	CA1_ent_45	BulkSeq_ent_45	CA1	CA1_ent_45	ent	45	BA45_CA1_ent_45_1	P30	Entorhinal cortex	3	Female
705	BA45	CA1_ent_46	15	CA1_ent_46	BulkSeq_ent_46	CA1	CA1_ent_46	ent	46	BA45_CA1_ent_46_1	P30	Entorhinal cortex	15	Female
716	BA46	CA1_ent_49	2	CA1_ent_49	BulkSeq_ent_49	CA1	CA1_ent_49	ent	49	BA46_CA1_ent_49_1	P30	Entorhinal cortex	3	Female
717	BA46	CA1_ent_50	3	CA1_ent_50	BulkSeq_ent_50	CA1	CA1_ent_50	ent	50	BA46_CA1_ent_50_1	P30	Entorhinal cortex	15	Female
720	BA46	CA1_ent_53	14	CA1_ent_53	BulkSeq_ent_53	CA1	CA1_ent_53	ent	53	BA46_CA1_ent_53_1	P30	Entorhinal cortex	3	Female
721	BA46	CA1_ent_54	15	CA1_ent_54	BulkSeq_ent_54	CA1	CA1_ent_54	ent	54	BA46_CA1_ent_54_1	P30	Entorhinal cortex	15	Female
739	BA47	CA1_hy_15	25	CA1_hy_15	BulkSeq_hy_15	CA1	CA1_hy_15	hy	15	BA47_CA1_hy_15_1	P30	Hypothalamus	12	Male
741	BA47	CA1_hy_17	27	CA1_hy_17	BulkSeq_hy_17	CA1	CA1_hy_17	hy	17	BA47_CA1_hy_17_1	P30	Hypothalamus	3	Male
742	BA47	CA1_hy_18	28	CA1_hy_18	BulkSeq_hy_18	CA1	CA1_hy_18	hy	18	BA47_CA1_hy_18_1	P30	Hypothalamus	15	Male
745	BA47	CA1_hy_21	31	CA1_hy_21	BulkSeq_hy_21	CA1	CA1_hy_21	hy	21	BA47_CA1_hy_21_1	P30	Hypothalamus	3	Male
746	BA47	CA1_hy_22	32	CA1_hy_22	BulkSeq_hy_22	CA1	CA1_hy_22	hy	22	BA47_CA1_hy_22_1	P30	Hypothalamus	15	Male
757	BA48	CA1_hy_25	27	CA1_hy_25	BulkSeq_hy_25	CA1	CA1_hy_25	hy	25	BA48_CA1_hy_25_1	P30	Hypothalamus	3	Male
758	BA48	CA1_hy_26	28	CA1_hy_26	BulkSeq_hy_26	CA1	CA1_hy_26	hy	26	BA48_CA1_hy_26_1	P30	Hypothalamus	15	Male
761	BA48	CA1_hy_29	31	CA1_hy_29	BulkSeq_hy_29	CA1	CA1_hy_29	hy	29	BA48_CA1_hy_29_1	P30	Hypothalamus	3	Male
762	BA48	CA1_hy_30	32	CA1_hy_30	BulkSeq_hy_30	CA1	CA1_hy_30	hy	30	BA48_CA1_hy_30_1	P30	Hypothalamus	15	Male
786	BA50	CA1_pon_1	16	CA1_pon_1	BulkSeq_pon_1	CA1	CA1_pon_1	pon	1	BA50_CA1_pon_1_1	P31	Pons	12	Female
788	BA50	CA1_pon_3	26	CA1_pon_3	BulkSeq_pon_3	CA1	CA1_pon_3	pon	3	BA50_CA1_pon_3_1	P31	Pons	12	Male
791	BA50	CA1_pon_6	29	CA1_pon_6	BulkSeq_pon_6	CA1	CA1_pon_6	pon	6	BA50_CA1_pon_6_1	P31	Pons	12	Male
792	BA50	CA1_pon_7	30	CA1_pon_7	BulkSeq_pon_7	CA1	CA1_pon_7	pon	7	BA50_CA1_pon_7_1	P31	Pons	12	Female
794	BA50	CA1_pon_9	32	CA1_pon_9	BulkSeq_pon_9	CA1	CA1_pon_9	pon	9	BA50_CA1_pon_9_1	P31	Pons	12	Male
795	BA51	CA1_pon_10	1	CA1_pon_10	BulkSeq_pon_10	CA1	CA1_pon_10	pon	10	BA51_CA1_pon_10_1	P31	Pons	12	Female
797	BA51	CA1_pon_12	3	CA1_pon_12	BulkSeq_pon_12	CA1	CA1_pon_12	pon	12	BA51_CA1_pon_12_1	P31	Pons	12	Male
798	BA51	CA1_pon_13	4	CA1_pon_13	BulkSeq_pon_13	CA1	CA1_pon_13	pon	13	BA51_CA1_pon_13_1	P31	Pons	12	Female
800	BA51	CA1_pon_15	14	CA1_pon_15	BulkSeq_pon_15	CA1	CA1_pon_15	pon	15	BA51_CA1_pon_15_1	P31	Pons	12	Male
802	BA51	CA1_pon_17	16	CA1_pon_17	BulkSeq_pon_17	CA1	CA1_pon_17	pon	17	BA51_CA1_pon_17_1	P31	Pons	3	Male
805	BA51	CA1_cer_1	27	CA1_cer_1	BulkSeq_cer_1	CA1	CA1_cer_1	cer	1	BA51_CA1_cer_1_1	P31	Cerebellum	12	Female
807	BA51	CA1_cer_3	29	CA1_cer_3	BulkSeq_cer_3	CA1	CA1_cer_3	cer	3	BA51_CA1_cer_3_1	P31	Cerebellum	12	Male
810	BA51	CA1_cer_6	32	CA1_cer_6	BulkSeq_cer_6	CA1	CA1_cer_6	cer	6	BA51_CA1_cer_6_1	P31	Cerebellum	12	Male
811	BA52	CA1_pon_18	1	CA1_pon_18	BulkSeq_pon_18	CA1	CA1_pon_18	pon	18	BA52_CA1_pon_18_1	P31	Pons	15	Male
814	BA52	CA1_pon_21	4	CA1_pon_21	BulkSeq_pon_21	CA1	CA1_pon_21	pon	21	BA52_CA1_pon_21_1	P31	Pons	3	Male
815	BA52	CA1_pon_22	13	CA1_pon_22	BulkSeq_pon_22	CA1	CA1_pon_22	pon	22	BA52_CA1_pon_22_1	P31	Pons	15	Male
818	BA52	CA1_pon_25	16	CA1_pon_25	BulkSeq_pon_25	CA1	CA1_pon_25	pon	25	BA52_CA1_pon_25_1	P31	Pons	3	Male
819	BA52	CA1_cer_7	25	CA1_cer_7	BulkSeq_cer_7	CA1	CA1_cer_7	cer	7	BA52_CA1_cer_7_1	P31	Cerebellum	12	Female
821	BA52	CA1_cer_9	27	CA1_cer_9	BulkSeq_cer_9	CA1	CA1_cer_9	cer	9	BA52_CA1_cer_9_1	P31	Cerebellum	12	Male
822	BA52	CA1_cer_10	28	CA1_cer_10	BulkSeq_cer_10	CA1	CA1_cer_10	cer	10	BA52_CA1_cer_10_1	P31	Cerebellum	12	Female
824	BA52	CA1_cer_12	30	CA1_cer_12	BulkSeq_cer_12	CA1	CA1_cer_12	cer	12	BA52_CA1_cer_12_1	P31	Cerebellum	12	Male
825	BA52	CA1_cer_13	31	CA1_cer_13	BulkSeq_cer_13	CA1	CA1_cer_13	cer	13	BA52_CA1_cer_13_1	P31	Cerebellum	12	Female
830	BA53	CA1_pon_29	4	CA1_pon_29	BulkSeq_pon_29	CA1	CA1_pon_29	pon	29	BA53_CA1_pon_29_1	P31	Pons	3	Male
831	BA53	CA1_pon_30	13	CA1_pon_30	BulkSeq_pon_30	CA1	CA1_pon_30	pon	30	BA53_CA1_pon_30_1	P31	Pons	15	Male
834	BA53	CA1_pon_33	16	CA1_pon_33	BulkSeq_pon_33	CA1	CA1_pon_33	pon	33	BA53_CA1_pon_33_1	P31	Pons	3	Male
835	BA53	CA1_cer_15	25	CA1_cer_15	BulkSeq_cer_15	CA1	CA1_cer_15	cer	15	BA53_CA1_cer_15_1	P31	Cerebellum	12	Male
837	BA53	CA1_cer_17	27	CA1_cer_17	BulkSeq_cer_17	CA1	CA1_cer_17	cer	17	BA53_CA1_cer_17_1	P31	Cerebellum	3	Male
838	BA53	CA1_cer_18	28	CA1_cer_18	BulkSeq_cer_18	CA1	CA1_cer_18	cer	18	BA53_CA1_cer_18_1	P31	Cerebellum	15	Male
841	BA53	CA1_cer_21	31	CA1_cer_21	BulkSeq_cer_21	CA1	CA1_cer_21	cer	21	BA53_CA1_cer_21_1	P31	Cerebellum	3	Male
846	BA54	CA1_pon_37	4	CA1_pon_37	BulkSeq_pon_37	CA1	CA1_pon_37	pon	37	BA54_CA1_pon_37_1	P31	Pons	3	Female
847	BA54	CA1_pon_38	13	CA1_pon_38	BulkSeq_pon_38	CA1	CA1_pon_38	pon	38	BA54_CA1_pon_38_1	P31	Pons	15	Female
850	BA54	CA1_pon_41	16	CA1_pon_41	BulkSeq_pon_41	CA1	CA1_pon_41	pon	41	BA54_CA1_pon_41_1	P31	Pons	3	Female
853	BA54	CA1_cer_25	27	CA1_cer_25	BulkSeq_cer_25	CA1	CA1_cer_25	cer	25	BA54_CA1_cer_25_1	P31	Cerebellum	3	Male
854	BA54	CA1_cer_26	28	CA1_cer_26	BulkSeq_cer_26	CA1	CA1_cer_26	cer	26	BA54_CA1_cer_26_1	P31	Cerebellum	15	Male
858	BA54	CA1_cer_30	32	CA1_cer_30	BulkSeq_cer_30	CA1	CA1_cer_30	cer	30	BA54_CA1_cer_30_1	P31	Cerebellum	15	Male
861	BA55	CA1_cer_41	3	CA1_cer_41	BulkSeq_cer_41	CA1	CA1_cer_41	cer	41	BA55_CA1_cer_41_1	P32	Cerebellum	3	Female
862	BA55	CA1_cer_42	4	CA1_cer_42	BulkSeq_cer_42	CA1	CA1_cer_42	cer	42	BA55_CA1_cer_42_1	P32	Cerebellum	15	Female
865	BA55	CA1_cer_45	15	CA1_cer_45	BulkSeq_cer_45	CA1	CA1_cer_45	cer	45	BA55_CA1_cer_45_1	P32	Cerebellum	3	Female
866	BA55	CA1_cer_46	16	CA1_cer_46	BulkSeq_cer_46	CA1	CA1_cer_46	cer	46	BA55_CA1_cer_46_1	P32	Cerebellum	15	Female
872	BA55	CA1_med_1	30	CA1_med_1	BulkSeq_med_1	CA1	CA1_med_1	med	1	BA55_CA1_med_1_1	P32	Medulla	12	Female
874	BA55	CA1_med_3	32	CA1_med_3	BulkSeq_med_3	CA1	CA1_med_3	med	3	BA55_CA1_med_3_1	P32	Medulla	12	Male
877	BA56	CA1_cer_49	3	CA1_cer_49	BulkSeq_cer_49	CA1	CA1_cer_49	cer	49	BA56_CA1_cer_49_1	P32	Cerebellum	3	Female
878	BA56	CA1_cer_50	4	CA1_cer_50	BulkSeq_cer_50	CA1	CA1_cer_50	cer	50	BA56_CA1_cer_50_1	P32	Cerebellum	15	Female
881	BA56	CA1_cer_53	15	CA1_cer_53	BulkSeq_cer_53	CA1	CA1_cer_53	cer	53	BA56_CA1_cer_53_1	P32	Cerebellum	3	Female
882	BA56	CA1_cer_54	16	CA1_cer_54	BulkSeq_cer_54	CA1	CA1_cer_54	cer	54	BA56_CA1_cer_54_1	P32	Cerebellum	15	Female
885	BA56	CA1_med_6	27	CA1_med_6	BulkSeq_med_6	CA1	CA1_med_6	med	6	BA56_CA1_med_6_1	P32	Medulla	12	Male
886	BA56	CA1_med_7	28	CA1_med_7	BulkSeq_med_7	CA1	CA1_med_7	med	7	BA56_CA1_med_7_1	P32	Medulla	12	Female
888	BA56	CA1_med_9	30	CA1_med_9	BulkSeq_med_9	CA1	CA1_med_9	med	9	BA56_CA1_med_9_1	P32	Medulla	12	Male
889	BA56	CA1_med_10	31	CA1_med_10	BulkSeq_med_10	CA1	CA1_med_10	med	10	BA56_CA1_med_10_1	P32	Medulla	12	Female
891	BA57	CA1_med_12	1	CA1_med_12	BulkSeq_med_12	CA1	CA1_med_12	med	12	BA57_CA1_med_12_1	P32	Medulla	12	Male
892	BA57	CA1_med_13	2	CA1_med_13	BulkSeq_med_13	CA1	CA1_med_13	med	13	BA57_CA1_med_13_1	P32	Medulla	12	Female
894	BA57	CA1_med_15	4	CA1_med_15	BulkSeq_med_15	CA1	CA1_med_15	med	15	BA57_CA1_med_15_1	P32	Medulla	12	Male
896	BA57	CA1_med_17	14	CA1_med_17	BulkSeq_med_17	CA1	CA1_med_17	med	17	BA57_CA1_med_17_1	P32	Medulla	3	Male
897	BA57	CA1_med_18	15	CA1_med_18	BulkSeq_med_18	CA1	CA1_med_18	med	18	BA57_CA1_med_18_1	P32	Medulla	15	Male
900	BA57	CA1_med_21	26	CA1_med_21	BulkSeq_med_21	CA1	CA1_med_21	med	21	BA57_CA1_med_21_1	P32	Medulla	3	Male
901	BA57	CA1_med_22	27	CA1_med_22	BulkSeq_med_22	CA1	CA1_med_22	med	22	BA57_CA1_med_22_1	P32	Medulla	15	Male
904	BA57	CA1_med_25	30	CA1_med_25	BulkSeq_med_25	CA1	CA1_med_25	med	25	BA57_CA1_med_25_1	P32	Medulla	3	Male
905	BA57	CA1_med_26	31	CA1_med_26	BulkSeq_med_26	CA1	CA1_med_26	med	26	BA57_CA1_med_26_1	P32	Medulla	15	Male
908	BA58	CA1_med_29	2	CA1_med_29	BulkSeq_med_29	CA1	CA1_med_29	med	29	BA58_CA1_med_29_1	P32	Medulla	3	Male
909	BA58	CA1_med_30	3	CA1_med_30	BulkSeq_med_30	CA1	CA1_med_30	med	30	BA58_CA1_med_30_1	P32	Medulla	15	Male
912	BA58	CA1_med_33	14	CA1_med_33	BulkSeq_med_33	CA1	CA1_med_33	med	33	BA58_CA1_med_33_1	P32	Medulla	3	Male
913	BA58	CA1_med_34	15	CA1_med_34	BulkSeq_med_34	CA1	CA1_med_34	med	34	BA58_CA1_med_34_1	P32	Medulla	15	Male
916	BA58	CA1_med_37	26	CA1_med_37	BulkSeq_med_37	CA1	CA1_med_37	med	37	BA58_CA1_med_37_1	P32	Medulla	3	Female
917	BA58	CA1_med_38	27	CA1_med_38	BulkSeq_med_38	CA1	CA1_med_38	med	38	BA58_CA1_med_38_1	P32	Medulla	15	Female
920	BA58	CA1_med_41	30	CA1_med_41	BulkSeq_med_41	CA1	CA1_med_41	med	41	BA58_CA1_med_41_1	P32	Medulla	3	Female
921	BA58	CA1_med_42	31	CA1_med_42	BulkSeq_med_42	CA1	CA1_med_42	med	42	BA58_CA1_med_42_1	P32	Medulla	15	Female
924	BA59	CA1_med_45	2	CA1_med_45	BulkSeq_med_45	CA1	CA1_med_45	med	45	BA59_CA1_med_45_1	P32	Medulla	3	Female
925	BA59	CA1_med_46	3	CA1_med_46	BulkSeq_med_46	CA1	CA1_med_46	med	46	BA59_CA1_med_46_1	P32	Medulla	15	Female
927	BA59	CA1_med_49	13	CA1_med_49	BulkSeq_med_49	CA1	CA1_med_49	med	49	BA59_CA1_med_49_1	P32	Medulla	3	Female
929	BA59	CA1_med_50	15	CA1_med_50	BulkSeq_med_50	CA1	CA1_med_50	med	50	BA59_CA1_med_50_1	P32	Medulla	15	Female
932	BA59	CA1_med_53	26	CA1_med_53	BulkSeq_med_53	CA1	CA1_med_53	med	53	BA59_CA1_med_53_1	P32	Medulla	3	Female
933	BA59	CA1_med_54	27	CA1_med_54	BulkSeq_med_54	CA1	CA1_med_54	med	54	BA59_CA1_med_54_1	P32	Medulla	15	Female
